Value_for_money_rating,Facilities_rating,Breakfast,Room Type,Guests nb,Staff_rating,Distance from center,Score,Cleanliness_rating,Cancellation,Comfort_rating,Price,NbReviews,Location_rating,Stars,env_vars
-0.25595396019811245,-0.10589547631919123,0.11409492217169741,0.014391532017715477,0.25006890603172255,-0.17642182568248466,0.09336219727176644,-0.18345828433346678,-0.12209126559126342,-0.009741442818219984,-0.09630013511525232,0.13069818162672917,-0.0025093942484729227,-0.024882047765089024,-0.05819226650226691,Water (1.5 liter bottle)
-0.25708338768752825,-0.08222579791662765,0.13433993943146508,0.01202987894355693,0.1724295561216672,-0.1410246173120521,0.1689214933540693,-0.14873019516742175,-0.10159374872975022,-0.027890183782270764,-0.06976856505416389,0.2427697082785567,0.08880417799780965,-0.016620861882650363,0.03390260022376161,Imported Beer (0.33 liter bottle)_y
-0.2622614535597048,-0.1053279846922496,0.08447337165114377,0.0157642548816932,0.21747976635713467,-0.16006780562527442,0.1785046382410527,-0.19788120479131788,-0.12843723436338733,-0.019421497249650803,-0.0972976053610782,0.1677719549032074,-0.029572629074065427,-0.10129566492943042,-0.012789673452470503,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)"
-0.2781410044454817,-0.0955515401275132,0.14993671394822392,0.012075410640524926,0.19113204370939774,-0.1764099467305725,0.11154461946868127,-0.17944818130979315,-0.11012703795400947,-0.03812485770740657,-0.08672532543456257,0.1766190519708845,0.07845466029559608,-0.042868237775071864,-0.028601062753580715,Average Monthly Net Salary (After Tax)
-0.2816586011603832,-0.07885366305052029,0.17516351964616675,-0.014054317934747521,0.16709980870628213,-0.1528161660936158,0.0988351830541561,-0.146262421270244,-0.08779702630167571,-0.019679368137063183,-0.05733334850383577,0.2410490339364931,0.11136274209762762,-0.0015807043956492545,0.02885087411135981,Apartment (3 bedrooms) in City Centre
-0.2881453873319178,-0.16118598595175498,0.11073807530492191,0.02480038367926516,0.07824715171767326,-0.1497328429894957,-0.07758058562897184,-0.22364525836813282,-0.143851859267444,-0.04391512728580701,-0.1268061233199682,0.12154251875873318,0.20447655301293435,0.008174963776796901,0.008130734966989385,Cigarettes 20 Pack (Marlboro)
-0.2903472655535202,-0.13173608477907145,0.1433617821867151,0.034629200139224665,0.12082280879836145,-0.17949810894366183,0.05169514567791498,-0.1952018093164672,-0.13543346820087476,-0.055946582617769074,-0.11937068049933207,0.17388430338767477,0.18643009586500353,-0.0323633036144254,-0.023196430040726947,"Cinema, International Release, 1 Seat"
-0.2911987055373985,-0.09315532298331866,0.15399012722613353,0.001778020426745748,0.19152291689648396,-0.15929913900079853,0.06407063665891446,-0.16467147675389962,-0.10082294584658971,-0.03331897788109642,-0.07528423724600684,0.2064744819094415,0.12802053872140035,-0.009501850132914196,-0.015878564983631008,Apartment (1 bedroom) Outside of Centre
-0.2921819693588813,-0.08765949564656603,0.16589194372436458,-0.008607493744249035,0.18489248579926618,-0.16255418134790564,0.09534970635954992,-0.1569553347315543,-0.09650686935469809,-0.025316102423674915,-0.06966996958026947,0.22754211762990986,0.08945009593098195,-0.02374686426533001,0.006500091820957416,Apartment (3 bedrooms) Outside of Centre
-0.29430117906243514,-0.08543628092403494,0.16744537938770468,-0.0014220625158372683,0.1823457266835701,-0.152439840383408,0.0641951493909512,-0.15908690818064472,-0.09353553890338723,-0.03461577622049166,-0.06581714668452394,0.22496116797841992,0.1311921607421057,0.004093540433103605,0.0010449201419165065,Apartment (1 bedroom) in City Centre
-0.2973424396016728,-0.11463975286314722,0.11519648236106486,-0.005290710394387539,0.25000707102459635,-0.20808835548781981,0.14366786526434722,-0.2110647846156711,-0.14109071911006188,0.02573232861191866,-0.10327947954117253,0.1650298059646103,-0.11140005895101818,-0.10410684524855458,-0.0164740031776082,Apples (1kg)
-0.3128960917809395,-0.17312707330538216,0.10939122839003447,0.008766171961774543,0.09902524879627006,-0.176789066658926,0.008135563193373515,-0.24043210551691185,-0.1697459759754315,-0.05001901181787577,-0.14534243410525405,0.1573465861116052,0.2165558543861038,-0.03929356443288591,0.008172190735812525,Monthly Pass (Regular Price)
